CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
8030,66,Male,72494,PPC,Awareness,2479.17745739679,0.235065591759929,0.0911948769810488,21,4.96058261782444,0.948258327157514,76,19,9,4,1011,IsConfid,ToolConfid,1
8031,44,Male,107973,Referral,Consideration,4363.88977476814,0.283453214284855,0.166306396927052,12,9.29045667982302,9.3674952412835,38,12,6,0,911,IsConfid,ToolConfid,1
8032,59,Female,43958,Referral,Awareness,8740.44998297886,0.275399482394184,0.0156266538233245,24,3.1708198213285,3.14105963277454,24,10,5,6,4683,IsConfid,ToolConfid,1
8033,45,Female,109779,Social Media,Awareness,8383.98449152404,0.282639387815911,0.174925725331378,6,2.38403088181025,12.5617541544883,97,14,2,3,467,IsConfid,ToolConfid,1
8034,33,Male,127713,Social Media,Awareness,9419.67437477258,0.0193162929952471,0.0563438985789388,26,4.03454773512317,9.59891890969937,82,5,7,5,653,IsConfid,ToolConfid,1
8035,32,Female,127960,PPC,Consideration,3147.15274558995,0.216414498810835,0.147138620856887,14,8.66730901243881,14.7158105659698,3,10,0,1,2429,IsConfid,ToolConfid,1
8036,64,Male,114520,Email,Conversion,3932.33116785184,0.0754988092136491,0.0869575271046961,11,8.62682099805833,11.0560622106885,87,3,7,3,1066,IsConfid,ToolConfid,1
8037,68,Male,122478,PPC,Consideration,285.388911332646,0.0643902792896396,0.0659232632559093,44,4.32375021968671,1.81535897967326,32,14,6,4,257,IsConfid,ToolConfid,1
8038,61,Female,149203,SEO,Consideration,9435.20494772808,0.242092384893782,0.126916000869978,32,8.28858086225458,2.97915116686355,65,15,1,5,4709,IsConfid,ToolConfid,1
8039,69,Male,141835,Referral,Conversion,3360.96190899096,0.130967609860135,0.156088039583989,20,1.70009427475505,1.17495901023783,1,13,0,0,2885,IsConfid,ToolConfid,1
8040,20,Female,57538,Email,Conversion,4101.22183317663,0.275814021976877,0.0954879260896847,24,1.068414398227,11.2470500514436,13,4,7,3,1476,IsConfid,ToolConfid,1
8041,54,Female,25833,Social Media,Conversion,9087.2656533292,0.0223061763307549,0.0986452301824413,39,8.7832427582134,2.3389376321483,49,14,3,1,3243,IsConfid,ToolConfid,1
8042,68,Female,142893,SEO,Retention,5313.32445865145,0.242632440551277,0.0211827321058591,46,8.86664517581344,10.1246286559235,10,9,9,9,3513,IsConfid,ToolConfid,1
8043,24,Male,43386,SEO,Retention,5705.12796337923,0.0496819792719527,0.18555923631929,21,2.29058995004322,8.55326729185065,33,5,9,0,913,IsConfid,ToolConfid,0
8044,38,Male,136981,Referral,Conversion,1844.70509769407,0.0612073884538454,0.170910372324789,13,3.67942901094267,9.68281578896813,37,15,8,8,2136,IsConfid,ToolConfid,1
8045,26,Male,120349,Social Media,Awareness,5036.73420610467,0.148431997502104,0.0856186296330627,7,8.65536618521103,7.87571352234719,91,15,3,0,284,IsConfid,ToolConfid,1
8046,56,Female,119341,Email,Retention,9190.26514899686,0.124721082853111,0.155340616500506,23,1.75390254497437,0.688916308052498,38,18,7,1,4275,IsConfid,ToolConfid,1
8047,35,Female,91778,Social Media,Consideration,5631.30907226846,0.150989968777314,0.0695230433846072,2,8.7678350769423,4.17166209810258,21,2,7,8,3388,IsConfid,ToolConfid,1
8048,21,Female,114240,Referral,Consideration,2625.6520099336,0.282607691389006,0.148780140672427,11,6.17214315151896,13.3322366325678,41,19,0,7,883,IsConfid,ToolConfid,1
8049,42,Female,127955,SEO,Retention,408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,IsConfid,ToolConfid,1
8050,31,Female,44832,Referral,Consideration,3429.38755719527,0.0941897207341801,0.0975456772217527,21,6.35337051034278,1.90954193100604,94,18,3,9,4788,IsConfid,ToolConfid,1
8051,67,Female,97857,PPC,Conversion,5768.65004923813,0.060143526572175,0.0207393694790417,15,6.24279097173899,14.3131161274705,56,1,3,9,4720,IsConfid,ToolConfid,1
8052,26,Male,58930,SEO,Consideration,521.871554871218,0.13181341978797,0.193430165143683,6,2.66554978923745,10.2226277507158,77,8,8,3,2124,IsConfid,ToolConfid,1
8053,43,Male,52407,Referral,Retention,6136.94651518244,0.140975897907643,0.169107704276899,17,3.12452259549374,13.8770848182074,37,0,2,1,3219,IsConfid,ToolConfid,1
8054,19,Female,24073,Email,Awareness,5281.79688846931,0.184375378870859,0.160743732917424,44,6.22048293193654,6.31687710217818,8,3,7,7,4930,IsConfid,ToolConfid,1
8055,37,Male,37667,Email,Consideration,7856.01114474905,0.0871407840265326,0.0679340775542076,22,4.61264872745679,1.97530311715447,87,3,8,2,1977,IsConfid,ToolConfid,1
8056,45,Male,36035,Email,Consideration,385.992905492422,0.232577681658076,0.0650221350405093,25,5.87160225450237,4.8855723270415,28,5,7,9,3851,IsConfid,ToolConfid,1
8057,64,Female,26732,PPC,Awareness,7830.3887137055,0.0385534711890206,0.118906688352983,37,3.28029404835393,10.500381999363,68,5,3,0,336,IsConfid,ToolConfid,1
8058,24,Female,75097,Social Media,Retention,5256.68275300525,0.172531475444189,0.170782407282968,1,5.17440387486127,12.0307117340342,41,18,1,1,465,IsConfid,ToolConfid,1
8059,61,Male,23487,Email,Awareness,3768.24039451914,0.190824179440792,0.187579397172043,1,2.29064200094476,1.22677310229737,59,7,9,3,3434,IsConfid,ToolConfid,1
8060,25,Female,120488,PPC,Consideration,9657.29146595235,0.0699811585088921,0.061096514941483,21,1.34555841622984,7.56079921627987,38,7,6,0,1035,IsConfid,ToolConfid,1
8061,64,Female,77702,Email,Retention,1685.18351763692,0.24954329164489,0.125408812060689,37,9.5600473730827,1.43331718180457,90,19,2,5,2604,IsConfid,ToolConfid,1
8062,52,Female,146671,PPC,Conversion,5459.11867900195,0.188475316310226,0.147541531979758,41,7.50749631087325,13.0223929112976,71,12,5,3,716,IsConfid,ToolConfid,1
8063,31,Male,114961,Email,Retention,3277.71658856553,0.197259442247912,0.0530145075848125,27,5.48257470385214,7.40691295925309,92,8,2,5,3979,IsConfid,ToolConfid,1
8064,34,Male,132194,Social Media,Retention,5322.11515007382,0.154345616671397,0.0874190397422606,16,5.95910604505591,13.7649164806698,59,18,3,4,824,IsConfid,ToolConfid,1
8065,53,Female,105107,Referral,Conversion,5567.52698054608,0.273782322981138,0.0456201120055917,47,5.60056389088718,1.63939278700191,52,6,1,3,125,IsConfid,ToolConfid,1
8066,67,Female,49075,Email,Retention,985.537659405973,0.211238998631411,0.142791964775983,17,9.08928525127232,5.29181477925612,75,19,4,6,643,IsConfid,ToolConfid,1
8067,57,Female,127721,Referral,Consideration,6645.23795449166,0.120732313819771,0.174119175943587,1,7.96274709463362,10.3098072801418,7,7,9,6,4051,IsConfid,ToolConfid,1
8068,21,Female,91031,Email,Consideration,6381.36680959821,0.079195707457385,0.176731527364814,34,3.92628436981105,4.75699817478993,20,10,6,3,4280,IsConfid,ToolConfid,1
8069,19,Male,104217,Social Media,Consideration,7717.72601888119,0.0306078856988113,0.137316885393614,14,2.96368128042024,12.7025988352342,55,2,1,3,3849,IsConfid,ToolConfid,1
8070,23,Male,34781,Referral,Consideration,997.519087225792,0.0579546427823042,0.075958948433129,14,1.59876360625683,14.8090886249038,47,16,4,3,1328,IsConfid,ToolConfid,1
8071,59,Female,59865,PPC,Conversion,3042.8596143465,0.297878056104261,0.135597671602308,43,2.33010210636352,4.57768418999815,46,4,5,7,558,IsConfid,ToolConfid,1
8072,21,Male,28469,Email,Consideration,6536.0949373082,0.127962399837575,0.174210678162455,44,5.41055020862847,5.73562903588455,8,5,5,4,2761,IsConfid,ToolConfid,1
8073,46,Male,65167,Email,Retention,1453.63517656452,0.270619295910447,0.128912608447798,33,2.82313265438107,14.5265103249642,77,14,1,4,2918,IsConfid,ToolConfid,1
8074,35,Female,144866,PPC,Awareness,6808.22228680557,0.0594651134967266,0.0884494686562144,49,3.81154526183095,5.69188604567189,0,8,1,8,3483,IsConfid,ToolConfid,1
8075,43,Male,101738,Social Media,Conversion,684.364437122187,0.133354652688846,0.184762522636609,14,2.19996201460351,8.56180444319324,54,18,1,9,11,IsConfid,ToolConfid,1
8076,61,Male,39928,SEO,Conversion,3415.82237430031,0.2885503554397,0.168691152721191,17,9.30532735252985,11.6540041603986,30,5,2,5,2751,IsConfid,ToolConfid,1
8077,51,Female,96521,Email,Awareness,8482.44011109193,0.0364283529115969,0.177662695647084,12,1.30352534665037,6.85599893830344,79,7,1,3,1964,IsConfid,ToolConfid,1
8078,27,Male,59599,PPC,Consideration,7765.48377477348,0.182255442305625,0.181606483997655,37,4.16629647861444,5.90281526232568,90,11,8,6,4031,IsConfid,ToolConfid,1
8079,53,Male,36775,SEO,Consideration,6483.13108074817,0.276559851201927,0.0848243384554595,7,3.32339204655475,7.68603101797945,10,15,9,7,65,IsConfid,ToolConfid,1
8080,31,Female,86504,Email,Retention,8717.5383245885,0.285408178156732,0.173331411426393,15,1.07472420000113,11.8030383040536,65,19,4,6,1998,IsConfid,ToolConfid,1
8081,48,Female,95918,Referral,Consideration,7121.76848730478,0.255342168362414,0.118366437536872,19,9.35738226802263,5.02635301963553,59,2,8,5,590,IsConfid,ToolConfid,1
8082,65,Male,90687,PPC,Consideration,5241.81354158694,0.258220985384443,0.0172502049752676,25,3.82246717441738,5.58670870821836,30,15,7,1,220,IsConfid,ToolConfid,1
8083,32,Female,46804,Referral,Retention,9799.20325381928,0.199133056694065,0.130808907738822,34,5.52047576390968,3.24251990515952,49,14,4,4,4394,IsConfid,ToolConfid,1
8084,25,Male,129122,Social Media,Consideration,6979.07518991426,0.0739227013475478,0.099417595615954,16,6.24345847685879,10.6734537512002,59,10,6,5,928,IsConfid,ToolConfid,1
8085,31,Female,52259,SEO,Awareness,6053.53505044873,0.221896777900626,0.0622793852455865,25,6.4943178144158,13.5420318009366,87,5,1,1,1884,IsConfid,ToolConfid,1
8086,40,Female,145725,PPC,Consideration,4147.81855344029,0.293731494693029,0.194372796608937,17,5.14234655283277,3.19322885304939,61,1,9,8,1530,IsConfid,ToolConfid,1
8087,57,Female,106284,Email,Awareness,9033.88373593259,0.162520719255115,0.020463463075665,43,6.34446454438656,1.00154828742501,38,6,9,9,932,IsConfid,ToolConfid,1
8088,38,Female,105227,Email,Awareness,3027.52004648942,0.0856022341323013,0.189716704234342,6,7.7658490376111,6.02842454487522,2,15,6,3,3472,IsConfid,ToolConfid,1
8089,33,Male,117556,SEO,Awareness,191.273982687936,0.176306609651849,0.0402607415205812,43,9.56880125548376,6.44724409219585,57,0,4,4,3242,IsConfid,ToolConfid,1
8090,62,Male,63560,Referral,Consideration,2047.73117208036,0.210277003309778,0.0816277540671011,34,6.91333543299124,9.86502113832734,67,12,5,4,3897,IsConfid,ToolConfid,1
8091,35,Female,47256,Referral,Consideration,1184.22317022935,0.0704012897330798,0.0892746833296763,11,5.16006570585902,1.74106948532858,29,3,8,6,1288,IsConfid,ToolConfid,1
8092,64,Male,26125,PPC,Conversion,3258.03836431341,0.218564910806732,0.148893898545554,46,5.00144055304415,12.4117268826464,66,0,7,8,2324,IsConfid,ToolConfid,1
8093,41,Male,24370,PPC,Retention,8276.1989068387,0.180355529076473,0.0509657496599738,48,7.38871627572571,8.82280870348175,67,4,1,8,2368,IsConfid,ToolConfid,1
8094,43,Female,24838,Referral,Retention,6550.14388511357,0.187581473652935,0.197359350213232,43,6.64331691984433,8.41657832200381,57,15,9,5,3006,IsConfid,ToolConfid,1
8095,42,Female,134479,PPC,Conversion,1772.90783341375,0.0987364996245518,0.152312252025164,40,4.78347931180887,5.08726398886735,76,18,5,8,72,IsConfid,ToolConfid,1
8096,62,Female,77429,Referral,Awareness,7909.33503881415,0.0550273749322483,0.16009100128594,0,4.02298131231775,5.79637894043957,52,11,0,3,3482,IsConfid,ToolConfid,1
8097,58,Male,23134,SEO,Retention,5091.77667438408,0.19080046963864,0.0302214668158299,24,9.93833779028052,1.30369513274657,13,8,7,4,205,IsConfid,ToolConfid,1
8098,46,Female,130995,PPC,Conversion,5175.87477877114,0.180007566854245,0.100499281806795,15,7.90117288879808,11.4294442746616,9,5,0,4,2595,IsConfid,ToolConfid,1
8099,32,Male,63199,Referral,Awareness,3684.91059171064,0.108023534437003,0.189665776590874,14,2.86098128333111,9.26868016967039,77,8,1,4,3514,IsConfid,ToolConfid,1
8100,62,Male,97092,PPC,Conversion,8659.70201173803,0.0958091635883072,0.0613125535948432,10,3.62954504716725,14.6582133592633,80,1,3,0,2398,IsConfid,ToolConfid,1
8101,18,Female,144925,Email,Consideration,3251.44030817234,0.110700893882062,0.0376228944406633,36,9.04319802831219,5.62664570277684,21,0,9,6,4525,IsConfid,ToolConfid,1
8102,42,Male,53822,Email,Consideration,1031.98363062991,0.152066168164657,0.102224947355195,38,6.94746269883618,10.1605338755666,62,9,1,5,1506,IsConfid,ToolConfid,1
8103,24,Male,113513,Social Media,Awareness,3097.01704032225,0.292697723182236,0.186774683233729,2,3.79677553510398,13.8334068085561,60,2,4,2,1821,IsConfid,ToolConfid,1
8104,26,Female,40113,Referral,Awareness,7182.00010805206,0.231433740387599,0.102490218641819,44,4.2778927306305,10.8193728917456,45,17,6,7,272,IsConfid,ToolConfid,1
8105,41,Male,83594,Social Media,Consideration,6610.06067935295,0.257004524357991,0.0869185175547351,44,4.41016898177653,1.08450260808411,36,11,6,5,360,IsConfid,ToolConfid,1
8106,18,Male,116102,Referral,Retention,1961.36982018042,0.156638374982024,0.133551762975617,41,2.67665676979436,9.66743363691098,20,14,9,8,4403,IsConfid,ToolConfid,1
8107,61,Male,22669,PPC,Retention,1206.66456113892,0.162575847415845,0.188007959781604,38,5.6005185559292,8.40816970712483,88,13,4,6,3502,IsConfid,ToolConfid,1
8108,25,Female,69427,Referral,Consideration,6642.57100817728,0.069254151816738,0.0193209153487725,19,7.8901357938973,7.74004340530366,2,9,2,7,2395,IsConfid,ToolConfid,1
8109,41,Female,101617,Email,Retention,6796.13067298363,0.219103292527312,0.0391451536405713,22,6.07653953655247,8.51913753056463,18,5,4,8,2647,IsConfid,ToolConfid,1
8110,28,Female,32938,PPC,Consideration,3724.88140838465,0.132259361679284,0.0352233189084094,14,6.90347754687594,7.17820448915922,31,19,3,5,3426,IsConfid,ToolConfid,1
8111,68,Female,25717,Email,Conversion,8443.73369693789,0.225309589057136,0.0262132666368414,17,6.35847749245561,10.5315673733339,78,19,5,7,603,IsConfid,ToolConfid,1
8112,34,Female,97818,PPC,Conversion,9784.23151761917,0.128626060580661,0.0674001553231952,38,1.53005886461528,0.716237090614334,23,11,0,1,3469,IsConfid,ToolConfid,1
8113,25,Female,67659,Referral,Conversion,2135.88771214901,0.0414699842920333,0.0535687162928589,34,2.692540546444,3.23411583179959,72,8,0,0,4643,IsConfid,ToolConfid,0
8114,52,Male,127601,Referral,Retention,5812.98028548968,0.0601855694579062,0.114251340579773,28,4.15313593156724,5.79809161712045,73,3,7,8,162,IsConfid,ToolConfid,1
8115,52,Male,84575,Email,Conversion,152.928657138997,0.245355322641658,0.0721849901278836,19,9.00311502650602,7.06367541903137,47,3,5,9,1669,IsConfid,ToolConfid,1
8116,50,Female,99737,SEO,Awareness,7159.23852066024,0.0849987819720904,0.0869894936769964,41,4.13823100834904,2.39205204603313,95,1,8,5,1981,IsConfid,ToolConfid,1
8117,22,Male,36289,Referral,Awareness,4201.39292427684,0.08666278254445,0.188954291194964,14,3.94405274509975,12.3921166745805,57,6,9,9,4669,IsConfid,ToolConfid,1
8118,59,Female,44406,SEO,Conversion,2013.36534634133,0.279516746100676,0.0395745718411871,31,1.72527981358948,13.9761748857069,39,10,0,9,2597,IsConfid,ToolConfid,1
8119,56,Female,142688,PPC,Awareness,7546.99702546732,0.200714330631386,0.0838068920910124,11,9.74871349998974,11.3926245957362,6,15,6,2,4820,IsConfid,ToolConfid,1
8120,58,Female,116822,SEO,Conversion,8125.42309580519,0.0431491906264633,0.0588455496985685,47,8.00694702897244,13.9678617007664,45,9,0,2,3803,IsConfid,ToolConfid,1
8121,45,Female,32873,Email,Conversion,1200.54836164177,0.0516397283382609,0.114341536647972,11,7.89334503647946,11.276709902483,90,14,6,7,3336,IsConfid,ToolConfid,1
8122,24,Female,145812,Social Media,Consideration,505.858042196536,0.088986555488881,0.149903883043862,24,4.45334963102419,6.89531227266403,14,1,6,2,4108,IsConfid,ToolConfid,1
8123,26,Male,102048,Social Media,Conversion,3407.37657252426,0.182258749469723,0.165227695949394,33,1.7053250853307,6.20042811374598,84,11,7,9,3310,IsConfid,ToolConfid,1
8124,25,Female,114463,Email,Awareness,6297.30561103425,0.228319386272645,0.107906371958299,7,3.37168241580632,2.91279103749704,73,14,4,5,4974,IsConfid,ToolConfid,1
8125,29,Female,43461,Social Media,Retention,7954.85331916746,0.0896039686014271,0.172434152390119,23,8.67609680094908,1.75348209492443,86,10,7,5,3606,IsConfid,ToolConfid,1
8126,51,Female,40710,Email,Conversion,5506.01871664153,0.262486190850339,0.15916434649669,44,2.62268119430891,3.6844650896533,4,9,9,4,4652,IsConfid,ToolConfid,1
8127,50,Male,105488,Referral,Consideration,5849.4128854391,0.041662251876403,0.0398307716724103,0,9.04824630356343,8.21596811739632,58,2,4,6,2863,IsConfid,ToolConfid,1
8128,65,Male,33448,SEO,Awareness,8018.59639535362,0.070203758732522,0.056631464213799,24,5.82179063836107,2.45673369113877,69,7,8,3,596,IsConfid,ToolConfid,1
8129,40,Male,35198,Social Media,Consideration,5335.54940476571,0.291434827131434,0.13762690038335,33,7.43082876202478,14.2918714175159,21,19,7,9,1084,IsConfid,ToolConfid,1
8130,41,Female,93158,Referral,Conversion,6150.42945324037,0.0490760104595607,0.195210863750715,13,5.08277255516373,3.66828562724608,27,19,6,5,2530,IsConfid,ToolConfid,1
8131,54,Female,126384,Social Media,Conversion,5210.55166576793,0.267552279239905,0.081464643114,35,9.39078434401826,12.5876552322259,53,4,6,0,3755,IsConfid,ToolConfid,1
8132,52,Male,87938,PPC,Conversion,8816.53651034027,0.214141171867187,0.0536634897225007,5,3.15692498619672,12.3728749614229,18,10,2,2,458,IsConfid,ToolConfid,1
8133,61,Female,70799,Email,Conversion,2431.61452399238,0.0311952562860949,0.17513459251616,44,6.15190087230926,2.54745554788155,13,11,5,6,40,IsConfid,ToolConfid,1
8134,57,Male,121860,Email,Awareness,2713.53648695104,0.150274980380983,0.0479262723131476,8,1.62204411696829,10.8057712905005,47,19,5,8,2601,IsConfid,ToolConfid,1
8135,39,Female,114003,Referral,Retention,1366.81846985807,0.160504012411993,0.142507572069473,47,5.32384517969267,12.4496506350759,6,10,4,0,819,IsConfid,ToolConfid,1
8136,44,Female,54961,PPC,Conversion,8212.72083979477,0.280320493110592,0.0165073233676142,0,9.75442916763558,13.3221667457763,78,5,1,3,3124,IsConfid,ToolConfid,1
8137,52,Male,63007,SEO,Consideration,4176.59517656733,0.132120331992378,0.0136062978686016,8,1.7931837214837,14.3327042606339,31,7,9,6,3120,IsConfid,ToolConfid,1
8138,18,Female,85470,PPC,Awareness,3544.15001472431,0.13956144848464,0.0957976756493912,23,5.56050726701262,13.9865002346123,21,12,6,9,189,IsConfid,ToolConfid,1
8139,52,Female,72256,PPC,Awareness,9815.35229916284,0.0426202888880497,0.134742624234481,38,6.42075680338123,5.01148733404228,45,14,4,8,2995,IsConfid,ToolConfid,1
8140,54,Female,40739,SEO,Awareness,9275.35332775387,0.195360043396922,0.037062546252166,17,9.38571271383462,4.38101122610465,84,1,1,7,2856,IsConfid,ToolConfid,1
8141,64,Female,104054,SEO,Consideration,9722.67805303513,0.071160123007838,0.155137666070292,47,3.67672781673656,6.26419103626286,82,5,3,1,2962,IsConfid,ToolConfid,1
8142,31,Female,78186,PPC,Retention,1508.76006791105,0.0324846448848749,0.0344599316582745,38,5.52646572531871,7.24259088845731,12,19,0,1,1913,IsConfid,ToolConfid,0
8143,20,Male,46547,Social Media,Consideration,8923.39295016684,0.29910651002053,0.111404483495618,17,9.88476267000576,3.89133274538383,21,1,7,8,1910,IsConfid,ToolConfid,1
8144,18,Female,114472,Social Media,Consideration,3354.22503393576,0.0881925921092135,0.0685768465326452,40,7.92117101214645,1.74820634235192,9,14,4,1,318,IsConfid,ToolConfid,0
8145,22,Female,105823,PPC,Consideration,225.302025097438,0.0509054178873531,0.152928122588809,27,8.29373120000253,10.0205031318574,43,0,7,9,4579,IsConfid,ToolConfid,1
8146,43,Female,138301,Social Media,Conversion,3973.85352623238,0.212852208633181,0.162782183177137,1,8.02460147943168,3.02649137068493,23,10,0,6,4662,IsConfid,ToolConfid,1
8147,31,Male,126887,SEO,Conversion,5141.04389606679,0.248287825217351,0.0225573355168695,36,5.63703421218894,13.7660453898713,58,7,7,9,3096,IsConfid,ToolConfid,1
8148,56,Male,71431,SEO,Consideration,1171.38219331731,0.0285824730066405,0.0465948681684183,40,4.90918660724992,4.67142964506641,61,8,4,8,2876,IsConfid,ToolConfid,1
8149,44,Male,45476,Social Media,Consideration,5423.00840705513,0.0405640591662382,0.179602380818185,35,3.29331859776236,3.36645049309306,71,14,6,7,252,IsConfid,ToolConfid,1
8150,26,Male,98411,SEO,Conversion,8212.68948334964,0.0361504088387932,0.0889664389541646,47,5.19370156556677,3.31529320998508,71,4,2,4,4,IsConfid,ToolConfid,1
8151,32,Male,30686,Email,Conversion,3838.74441330802,0.0236181979635282,0.100579814420878,23,1.18452129110245,4.69729316053494,54,8,2,1,3395,IsConfid,ToolConfid,0
8152,32,Female,37536,SEO,Retention,3591.18358468959,0.201242378803942,0.0419245299158876,34,1.87399890586256,9.37640394526057,48,3,8,5,2692,IsConfid,ToolConfid,1
8153,43,Male,54062,PPC,Consideration,3454.2231602837,0.180610825024415,0.199030011335188,5,3.58531842437243,14.6855963424516,49,9,6,6,3824,IsConfid,ToolConfid,1
8154,59,Male,68216,Referral,Awareness,9238.63501424855,0.20221393040238,0.185379059739471,16,4.00266617751467,7.55089389505246,18,3,5,9,399,IsConfid,ToolConfid,1
